album,song,lyric,section
The Tortured Poets Department,Fortnight (feat. Post Malone),I was s'posed to be sent away,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),But they forgot to come and get me,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),I was a functioning alcoholic,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),'Til nobody noticed my new aesthetic,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),"All of this to say, I hope you're okay",[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),But you're the reason,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),And no one here's to blame,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),But what about your quiet treason?,[Verse 1: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),And for a fortnight there we were forever running,[Chorus: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),'Til you sometimes ask about the weather,[Chorus: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),Now you're in my backyard turned into good neighbors,[Chorus: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),"Your wife waters flowers, I want to kill her",[Chorus: Taylor Swift]
The Tortured Poets Department,Fortnight (feat. Post Malone),All my mornings are Monday stuck in an endless February,"[Verse 2: Taylor Swift, Taylor Swift & Post Malone, Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I took the miracle move on drug, the effects were temporary","[Verse 2: Taylor Swift, Taylor Swift & Post Malone, Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"And I love you, it's ruining my life","[Verse 2: Taylor Swift, Taylor Swift & Post Malone, Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I love you, it's ruining my life","[Verse 2: Taylor Swift, Taylor Swift & Post Malone, Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),I touched you for only a fortnight,"[Verse 2: Taylor Swift, Taylor Swift & Post Malone, Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I touched you, but I touched you","[Verse 2: Taylor Swift, Taylor Swift & Post Malone, Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),And for a fortnight there we were forever running,"[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),'Til you sometimes ask about the weather,"[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"Now you're in my backyard, turned into good neighbors","[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"Your wife waters flowers, I want to kill her","[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),And for a fortnight there we were together running,"[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),'Til you sometimes come and tug my sweater,"[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),Now you're at the mailbox turned into good neighbors,"[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"My husband is cheating, I want to kill him","[Chorus: Taylor Swift, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I love you, it's ruining my life","[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I love you, it's ruining my life","[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),I touched you for only a fortnight,"[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I touched you, I touched you","[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I love you, it's ruining my life","[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I love you, it's ruining my life","[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),I touched you for only a fortnight,"[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"I touched you, I touched you","[Bridge: Taylor Swift, Post Malone, Taylor Swift & Post Malone]"
The Tortured Poets Department,Fortnight (feat. Post Malone),I call you up but you won't pick up,"[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),Another fortnight lost in America,"[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"Move to Florida, buy the car you want (Car you want)","[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"But it won't start up 'til you touch, touch, touch me","[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),I call you up but you won't pick up,"[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),Another fortnight lost in America,"[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"Move to Florida, buy the car you want","[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,Fortnight (feat. Post Malone),"But it won't start up 'til I touch, touch, touch you","[Verse 3: Post Malone, Post Malone & Taylor Swift, Taylor Swift]"
The Tortured Poets Department,The Tortured Poets Department,You left your typewriter at my apartment,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,Straight from the tortured poets department,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,I think some things I never say,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,"""Like who uses typewriters anyway?""",[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,But you're in self-sabotage mode,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,Throwing spikes down on the road,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,But I've seen this episode and still love the show,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,Who else decodes you?,[Verse 1]
The Tortured Poets Department,The Tortured Poets Department,And who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Like me,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,And who's gonna know you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,If not me,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"I laughed in your face and said, ""You're not Dylan Thomas, I'm not Patti Smith",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"This ain't the Chelsea Hotel, we're modern idiots""",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,And who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Like me,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"No, nobody",[Post-Chorus]
The Tortured Poets Department,The Tortured Poets Department,No-fucking-body,[Post-Chorus]
The Tortured Poets Department,The Tortured Poets Department,Nobody,[Post-Chorus]
The Tortured Poets Department,The Tortured Poets Department,You smoked then ate seven bars of chocolate,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,We declared Charlie Puth should be a bigger artist,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,"I scratch your head, you fall asleep",[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,Like a tattooed golden retriever,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,But you awaken with dread,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,Pounding nails in your head,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,But I've read this one where you come undone,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,I chose this cyclone with you,[Verse 2]
The Tortured Poets Department,The Tortured Poets Department,And who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Like me (Who's gonna hold you?),[Chorus]
The Tortured Poets Department,The Tortured Poets Department,And who's gonna know you? (Who's gonna hold you?),[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Like me,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"I laughed in your face and said, ""You're not Dylan Thomas, I'm not Patti Smith",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"This ain't the Chelsea Hotel, we're modern idiots""",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,And who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Like me (Who's gonna hold you?),[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"No, nobody (Who's gonna hold you?)",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,No-fucking-body (Who's gonna hold you?),[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Nobody (Who's gonna hold you?),[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Sometimes I wonder if you're gonna screw this up with me,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,But you told Lucy you'd kill yourself if I ever leave,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,And I had said that to Jack about you so I felt seen,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,Everyone we know understands why it's meant to be,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,Because we're crazy,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,So tell me who else is gonna love you? Like me,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,At dinner you take my ring off my middle finger and put it on the one people put wedding rings on,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,And that's the closest I've come to my heart exploding,[Bridge]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you? Me,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna know you? Me,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"And you're not Dylan Thomas, I'm not Patti Smith",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,"This ain't the Chelsea Hotel, we're two idiots",[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Who's gonna hold you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,Gonna know you?,[Chorus]
The Tortured Poets Department,The Tortured Poets Department,You left your typewriter at my apartment,[Outro]
The Tortured Poets Department,The Tortured Poets Department,Straight from the tortured poets department,[Outro]
The Tortured Poets Department,The Tortured Poets Department,Who else decodes you?,[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"Oh, here we go again",[Verse 1]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,The voices in his head,[Verse 1]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Called the rain to end our days of wild,[Verse 1]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,The sickest army doll,[Verse 1]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Purchased at the mall,[Verse 1]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Rivulets descend my plastic smile,[Verse 1]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,But you should've seen him when he first got me,[Pre-Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"My boy only breaks his favorite toys, toys, oh-oh-oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"I'm queen of sand castles he destroys, oh, oh-oh-oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"'Cause it fit too right, puzzle pieces in the dead of night",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"I should've known it was a matter of time, oh, oh-oh-oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"My boy only breaks his favorite toys, oh, oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,There was a litany of reasons why,[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,We could've played for keeps this time,[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,I know I'm just repeating myself,[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Put me back on my shelf,[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"But first, pull the string",[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,And I'll tell you that he runs,[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Because he loves me (He loves me),[Verse 2]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,'Cause you should've seen him when he first saw me,[Pre-Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"My boy only breaks his favorite toys, toys, oh-oh-oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"I'm queen of sand castles he destroys, oh, oh-oh-oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"'Cause I knew too much, there was danger in the heat of my touch",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"He saw forever so he smashed it up, oh, oh-oh-oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"My boy (My boy), only breaks his favorite toys, oh, oh-oh-oh",[Chorus]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"(Oh-oh-oh, oh-oh-oh)",[Bridge]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"Once I fix me (Oh-oh-oh, oh-oh-oh)",[Bridge]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"He's gonna miss me (Oh-oh-oh, oh-oh-oh)",[Bridge]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"Once I fix me (Oh-oh-oh, oh-oh-oh)",[Bridge]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,He's gonna miss me,[Bridge]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"Just say when, I'd play again",[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,He was my best friend,[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Down at the sandlot,[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,I felt more when we played pretend,[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Than with all the Kens,[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"'Cause he took me out of my box (Oh-oh, oh-oh)",[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,"Stole my tortured heart (Oh-oh, oh-oh)",[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Left all these broken parts (Oh-oh),[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,Told me I'm better off (Oh-oh),[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,But I'm not (Oh-oh),[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,I'm not,[Outro]
The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,I'm not,[Outro]
The Tortured Poets Department,Down Bad,Did you really beam me up?,[Verse 1]
The Tortured Poets Department,Down Bad,In a cloud of sparkling dust,[Verse 1]
The Tortured Poets Department,Down Bad,Just to do experiments on,[Verse 1]
The Tortured Poets Department,Down Bad,Tell me I was the chosen one,[Verse 1]
The Tortured Poets Department,Down Bad,Showed me that this world is bigger than us,[Verse 1]
The Tortured Poets Department,Down Bad,Then sent me back where I came from,[Verse 1]
The Tortured Poets Department,Down Bad,For a moment I knew cosmic love,[Pre-Chorus]
The Tortured Poets Department,Down Bad,"Now I'm down bad, crying at the gym",[Chorus]
The Tortured Poets Department,Down Bad,Everything comes out teenage petulance,[Chorus]
The Tortured Poets Department,Down Bad,"""Fuck it if I can't have him""",[Chorus]
The Tortured Poets Department,Down Bad,"""I might just die, it would make no difference""",[Chorus]
The Tortured Poets Department,Down Bad,"Down bad, waking up in blood",[Chorus]
The Tortured Poets Department,Down Bad,"Staring at the sky, come back and pick me up",[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have us,[Chorus]
The Tortured Poets Department,Down Bad,I might just not get up,[Chorus]
The Tortured Poets Department,Down Bad,I might stay down bad,[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him,[Chorus]
The Tortured Poets Department,Down Bad,Down bad,[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him,[Chorus]
The Tortured Poets Department,Down Bad,Did you take all my old clothes?,[Verse 2]
The Tortured Poets Department,Down Bad,Just to leave me here naked and alone,[Verse 2]
The Tortured Poets Department,Down Bad,In a field in my same old town,[Verse 2]
The Tortured Poets Department,Down Bad,That somehow seems so hollow now,[Verse 2]
The Tortured Poets Department,Down Bad,They'll say I'm nuts if I talk about,[Verse 2]
The Tortured Poets Department,Down Bad,The existence of you,[Verse 2]
The Tortured Poets Department,Down Bad,"For a moment, I was heavenstruck",[Pre-Chorus]
The Tortured Poets Department,Down Bad,"Now I'm down bad, crying at the gym",[Chorus]
The Tortured Poets Department,Down Bad,Everything comes out teenage petulance,[Chorus]
The Tortured Poets Department,Down Bad,"""Fuck it if I can't have him""",[Chorus]
The Tortured Poets Department,Down Bad,"""I might just die, it would make no difference""",[Chorus]
The Tortured Poets Department,Down Bad,"Down bad, waking up in blood",[Chorus]
The Tortured Poets Department,Down Bad,"Staring at the sky, come back and pick me up",[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have us,[Chorus]
The Tortured Poets Department,Down Bad,I might just not get up,[Chorus]
The Tortured Poets Department,Down Bad,I might stay down bad (Like I lost my twin),[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him (Down bad),[Chorus]
The Tortured Poets Department,Down Bad,Down bad (Waving at the ship),[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him,[Chorus]
The Tortured Poets Department,Down Bad,I loved your hostile take-overs,[Bridge]
The Tortured Poets Department,Down Bad,Encounters closer and closer,[Bridge]
The Tortured Poets Department,Down Bad,All your indecent exposures,[Bridge]
The Tortured Poets Department,Down Bad,How dare you say that it's–,[Bridge]
The Tortured Poets Department,Down Bad,I'll build you a fort on some planet,[Bridge]
The Tortured Poets Department,Down Bad,Where they can all understand it,[Bridge]
The Tortured Poets Department,Down Bad,How dare you think it's romantic,[Bridge]
The Tortured Poets Department,Down Bad,Leaving me safe and stranded?,[Bridge]
The Tortured Poets Department,Down Bad,"Cause fuck it, I was in love",[Bridge]
The Tortured Poets Department,Down Bad,So fuck you if I can't have us,[Bridge]
The Tortured Poets Department,Down Bad,"Cause fuck it, I was in love",[Bridge]
The Tortured Poets Department,Down Bad,"Now I'm down bad, crying at the gym",[Chorus]
The Tortured Poets Department,Down Bad,Everything comes out teenage petulance,[Chorus]
The Tortured Poets Department,Down Bad,"""Fuck it if I can't have him""",[Chorus]
The Tortured Poets Department,Down Bad,"""I might just die, it would make no difference""",[Chorus]
The Tortured Poets Department,Down Bad,"Down bad, waking up in blood",[Chorus]
The Tortured Poets Department,Down Bad,"Staring at the sky, come back and pick me up",[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have us,[Chorus]
The Tortured Poets Department,Down Bad,I might just not get up,[Chorus]
The Tortured Poets Department,Down Bad,I might stay down bad (Like I lost my twin),[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him (Down bad),[Chorus]
The Tortured Poets Department,Down Bad,Down bad (Waving at the ship),[Chorus]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him,[Chorus]
The Tortured Poets Department,Down Bad,Like I lost my twin,[Outro]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him,[Outro]
The Tortured Poets Department,Down Bad,Down bad (Waving at the ship),[Outro]
The Tortured Poets Department,Down Bad,Fuck it if I can't have him,[Outro]
The Tortured Poets Department,"So Long, London","So (so) long (long), Lon (lon) don (don)",[Intro]
The Tortured Poets Department,"So Long, London","So (so) long (long), Lon (lon) don (don)",[Intro]
The Tortured Poets Department,"So Long, London","So (so) long (long), Lon (lon) don (don)",[Intro]
The Tortured Poets Department,"So Long, London",I saw in my mind ferry lights through the mist,[Verse 1]
The Tortured Poets Department,"So Long, London",I kept calm and carried the weight of the rift,[Verse 1]
The Tortured Poets Department,"So Long, London",Pulled him in tighter each time he was drifting away,[Verse 1]
The Tortured Poets Department,"So Long, London",My spine split from carrying us up the hill,[Verse 1]
The Tortured Poets Department,"So Long, London","Wet through my clothes, weary bones caught the chill",[Verse 1]
The Tortured Poets Department,"So Long, London","I stopped trying to make him laugh, stopped trying to drill the safe",[Verse 1]
The Tortured Poets Department,"So Long, London","Thinking how much sad did you think I had, did you think I had in me?",[Chorus]
The Tortured Poets Department,"So Long, London",Oh the tragedy,[Chorus]
The Tortured Poets Department,"So Long, London","So long, London",[Chorus]
The Tortured Poets Department,"So Long, London",You'll find someone,[Chorus]
The Tortured Poets Department,"So Long, London",I didn't opt in to be your odd man out,[Verse 2]
The Tortured Poets Department,"So Long, London",I founded the club she's heard great things about,[Verse 2]
The Tortured Poets Department,"So Long, London",I left all I knew you left me at the house by the Heath,[Verse 2]
The Tortured Poets Department,"So Long, London","I stopped CPR, after all it's no use",[Verse 2]
The Tortured Poets Department,"So Long, London","The spirit was gone, we would never come to",[Verse 2]
The Tortured Poets Department,"So Long, London",And I'm pissed off you let me give you all that youth for free,[Verse 2]
The Tortured Poets Department,"So Long, London","For so long, London",[Chorus]
The Tortured Poets Department,"So Long, London",Stitches undone,[Chorus]
The Tortured Poets Department,"So Long, London","Two graves, one gun",[Chorus]
The Tortured Poets Department,"So Long, London",I'll find someone,[Chorus]
The Tortured Poets Department,"So Long, London","And you say I abandoned the ship, but I was going down with it",[Verse 3]
The Tortured Poets Department,"So Long, London",My white knuckle dying grip holding tight to your quiet resentment,[Verse 3]
The Tortured Poets Department,"So Long, London",And my friends said it isn't right to be scared,[Verse 3]
The Tortured Poets Department,"So Long, London","Every day old love affair, every breath feels like rarest air",[Verse 3]
The Tortured Poets Department,"So Long, London",When you're not sure if he wants to be there,[Verse 3]
The Tortured Poets Department,"So Long, London","So how much sad did you think I had, did you think I had in me?",[Bridge]
The Tortured Poets Department,"So Long, London",How much tragedy?,[Bridge]
The Tortured Poets Department,"So Long, London",Just how low did you think I'd go 'fore I'd self implode?,[Bridge]
The Tortured Poets Department,"So Long, London",'Fore I'd have to go be free?,[Bridge]
The Tortured Poets Department,"So Long, London",You swore that you loved me but where were the clues?,[Bridge]
The Tortured Poets Department,"So Long, London",I died on the altar waiting for the proof,[Bridge]
The Tortured Poets Department,"So Long, London",You sacrificed us to the gods of your bluest days,[Bridge]
The Tortured Poets Department,"So Long, London",And I'm just getting color back into my face,[Bridge]
The Tortured Poets Department,"So Long, London",I'm just mad as hell cause I loved this place for,[Bridge]
The Tortured Poets Department,"So Long, London","So long, London",[Outro]
The Tortured Poets Department,"So Long, London",Had a good run,[Outro]
The Tortured Poets Department,"So Long, London",A moment of warm sun,[Outro]
The Tortured Poets Department,"So Long, London",But I'm not the one,[Outro]
The Tortured Poets Department,"So Long, London","So long, London",[Outro]
The Tortured Poets Department,"So Long, London",Stitches undone,[Outro]
The Tortured Poets Department,"So Long, London","Two graves, one gun",[Outro]
The Tortured Poets Department,"So Long, London",You'll find someone,[Outro]
The Tortured Poets Department,But Daddy I Love Him,I forget how the west was won,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,I forget if this was ever fun,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,I just learned these people only raise you,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,To cage you,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,Sarahs and Hannahs in their Sunday best,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,"Clutchin' their pearls saying, ""What a mess""",[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,I just learned these people try and save you,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,'Cause they hate you,[Verse 1]
The Tortured Poets Department,But Daddy I Love Him,Too high a horse for a simple girl,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,To rise above it,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,They slammed the door on my whole world,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,The one thing I wanted,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,Now I'm running with my dress unbuttoned,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"Screamin', ""But, daddy, I love him""",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"I'm having his baby, no, I'm not",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,But you should see your faces,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'm telling him to floor it through the fences,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"No, I'm not coming to my senses",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I know it's crazy,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,But he's the one I want,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,Beautiful daughter on the plans relate,[Verse 2]
The Tortured Poets Department,But Daddy I Love Him,Tendrils tucked into a woven braid,[Verse 2]
The Tortured Poets Department,But Daddy I Love Him,Growing up precocious sometimes means not growing up at all,[Verse 2]
The Tortured Poets Department,But Daddy I Love Him,You're this chaos he was revelry,[Verse 2]
The Tortured Poets Department,But Daddy I Love Him,Bedroom eyes like a remedy,[Verse 2]
The Tortured Poets Department,But Daddy I Love Him,Soon enough the elders had convened down at the city hall,[Verse 2]
The Tortured Poets Department,But Daddy I Love Him,"""Stay away from her,"" the saboteurs",[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,Protested too much,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,Lord knows the words we never heard,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,Just screeching tires of true love,[Pre-Chorus]
The Tortured Poets Department,But Daddy I Love Him,And I'm running with my dress unbuttoned,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"Screaming, ""But daddy I love him""",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'm having this baby,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"No, I'm not, but you should see your faces",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'm telling him to floor it through the fences,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"No, I'm not coming to my senses",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I know it's crazy,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,But he's the one I want,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'll tell you something right now,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'd rather burn my whole life down,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,Than listen to one more second of all this bitchin' and moanin',[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'll tell you something 'bout my good name,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,It's mine alone to disgrace,[Chorus]
